Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8
LOC101927476;NR_110386;2;3;1;2;1;2
ANKRD20A12P;NR_046228;53;97.9;31.97;165;64.76;156
RBMS1;NM_002897,NM_016836;770;796;339;1233;984;2139.01
MX1;NM_001144925,NM_001178046,NM_001282920,NM_002462;50;23;25;10;19;14
STH;NM_001007532;1;3;1;0;0;0
TMEM57;NM_001282564,NM_018202;910;649;464;1017;591;1103
FBLIM1;NM_001024215,NM_001024216,NM_017556;393.01;205.52;149.12;575.07;676.92;959.39
TPBG;NM_001166392,NM_006670;3744;2980;2012;1669;1348;1645
TEX33;NM_001163857,NM_178552;0;0;0;0;0;0
BUB3;NM_001007793,NM_004725;4312;2915;1934;2914;1158;4946
MIR892A;NR_030584;0;0;0;0;0;0
LOC100507091;NR_038290;1;5;1;2;3;5
TSHZ2;NM_001193421,NM_173485;462;951;283;1782;2033.01;1272.11
FAM8A1;NM_016255;1001;725;578;1127;1160;1413
LOC100132057;NR_111930,NR_111930_chr1:147874635_147904682;10;15.74;3;10.59;13.64;11
ZEB2-AS1;NR_040248;0;0;0;0;0;0
BHMT2;NM_001178005,NM_017614;2;3;1;0;0.39;0
NRBP2;NM_178564;175;243;87;205;302;1079
TNFAIP8L1;NM_001167942,NM_152362;101;42;24;107.77;73.59;245.47
DENND2C;NM_001256404,NM_198459;178;142;101;316;300;395
ZNF302;NM_001012320,NM_001289181,NM_001289182,NM_001289183,NM_001289184,NM_001289185,NM_001289186,NM_001289187,NM_001289188,NM_001289189,NM_001289190,NM_001289191,NM_001289192,NM_018443,NM_018675,NR_110322;323.21;351.92;141.78;245.78;255.49;453.04
ATP9B;NM_198531;221;210;101;381;466;431
SELPLG;NM_001206609,NM_003006;0;0;1;0;1;0
LOC101929470;NR_125817;2;1;1;0;0;8
RPL10A;NM_007104;10701;6965;3335;8979;6609;23059
PTPRT;NM_007050,NM_133170;7;18;4;0;0;0
PABPC4;NM_001135653,NM_001135654,NM_003819;2194.06;2429.05;794.71;2300.89;2288.63;5481.45
LOC101928977;NR_125970;3;3;2;5;1;2
ADCY7;NM_001114,NM_001286057;126;96;57;127;153;565
PRTG;NM_173814;187;148;108;287;229;367
AMZ2P1;NR_026903;119.91;156.32;71.18;129.93;156.03;142.7
MAP7D3;NM_001173516,NM_001173517,NM_024597;489.17;460;166;320.02;148.68;767.01
ANXA2P1;NR_001562;0;2;1;2.15;5.46;0
ADNP;NM_001282531,NM_001282532,NM_015339,NM_181442;5073;7033;2646;1633;2966;2285
CYBRD1;NM_001127383,NM_001256909,NM_024843;9;10;2;3886;7057;4039
C1orf86;NM_001146310,NM_001256945,NM_001256946,NM_001256947,NM_001282670,NM_001282671,NM_001282672,NM_001282673,NM_182533,NR_046427;205.88;159.01;51.98;64.61;160.36;288.99
EGFL6;NM_001167890,NM_015507;0;0;0;0;1;0
GPRASP2;NM_001004051,NM_001184874,NM_001184875,NM_001184876,NM_138437;37.01;33.09;38.39;9.47;46.99;70.5
ZNRF3-AS1;NR_046851;9;9.78;1;0;0;5.7
ZBTB33;NM_001184742,NM_006777;1220;1093;565;976;653;1013
PPM1D;NM_003620;5041;4832;1953;484.6;423.28;655.25
LIG4;NM_001098268,NM_002312,NM_206937;253;320;159;371;268;517
EXOC7;NM_001013839,NM_001145297,NM_001145298,NM_001145299,NM_001282313,NM_001282314,NM_015219;2254.08;2175.14;876;1063;2329.55;2522.42
MIR606;NR_030337;0;0;0;0;0;0
TUBE1;NM_016262;134;70;84;182;138;220
FAM87A;NR_103537;0;0;0;0;0;0
C15orf57;NM_001080791,NM_001080792,NM_001289132,NM_052849;247.5;199.44;98.6;224.73;226.27;351.58
FOXP1-AS1;NR_126463;1;7;3;0;2;1
SMIM3;NM_032947;102;43;35;128;177;184
LOC101926964;NR_110628;0;1;0;0;0;1
TTC3;NM_001001894,NM_003316;5686.91;6160.21;2769;2707.99;4696;4815
FOXD4L5;NM_001126334;20.48;27.6;9.96;28.55;23.19;11.01
SUDS3;NM_022491;1581;1448;762;1926;1759;2588
NTSR2;NM_012344;4;3;0;0;0;0
FXYD2;NM_001680,NM_021603;0;0;0;1;0;3
HDGFL1;NM_138574;0;0;0;0;0;0
LOH12CR2;NR_024061;4;3.08;2.03;7.18;11.11;13.31
LINC01478;NR_110792;0;0;0;0;0;0
SNORD72;NR_002583;0;0;0;0;0;0
GUCA1B;NM_002098;28;16;22;10.05;16.07;53.06
PF4;NM_002619;0;0;0;0;0;0
LINC00886;NR_038387;80;102;52;38;63;112
PCAT18;NR_024259;1;0;0;0;1.07;3
SLC16A10;NM_018593;21;15;9;0;2;0
MYH6;NM_002471;0;0;0;0;0;0
FAM138A;NR_026818,NR_026818_chr19:76219_77690;0;0.4;0;0;0;1
MTCP1;NM_001018025;46.23;80.85;34.66;29.83;20.07;38.56
CPS1;NM_001122633,NM_001122634,NM_001875;20;13;12;961;675;1036
LOC100996324;NR_110763;0;0;0;0;0;0
SH3BP5L;NM_030645;560;361;187;415;476;674
C5orf45;NM_001017987,NM_016175;64.57;79.74;49.62;45.87;81.3;119.21
LOC340357;NR_015383;0;0;0;0;0;0
PCAT29;NR_126437,NR_126438;1;0;0;0;0;0
LOC101927849;NR_125887;0;1;0;0;3;1
TTTY20;NR_001546;0;0;0;0;0;0
GRHL1;NM_198182;727;594;415;695;911;912
LOC101928551;NR_125900;8;16;4;0;0;0
INSL5;NM_005478;0;0;0;0;0;0
GANC;NM_001301409,NM_001301410,NM_198141;75;99;49;487;325;500
NUPL1;NM_001008564,NM_014089;1326;1120;576;1696.51;1050;2888.02
LOC100288814;NM_001195081;1;2;0;0;0;0
COX15;NM_004376,NM_078470;1285.69;839.36;503.66;1439.51;1129.47;2357.07
KCNH8;NM_144633;3;1;2;0;0;0
USP43;NM_001267576,NM_153210;202;254;89;315;333;558
TMEM212;NM_001164436;61.41;121.72;45.19;35.93;32;18.7
HSD17B13;NM_001136230,NM_178135;6.06;10.05;3;2.11;1.03;0
UBQLN3;NM_017481;0;0;0;0;1;0
HES1;NM_005524;988;493;425;583;3050;6943
NDUFA6-AS1;NR_034118;44;39;11;40;149;50
PNLIP;NM_000936;0;0;0;0;0;0
GPR55;NM_005683;1;0;1;0;3;0
CDSN;NM_001264;36;40;29;16;9;60
LOC101927120;NR_110136,NR_110137;0;0;0;0;0;0
KSR2;NM_173598;179;330;92;1;0;0
ALKBH2;NM_001001655,NM_001145374,NM_001145375,NM_001205179,NM_001205180;285;181;102;106;146;492
CGA;NM_000735,NM_001252383;7;3;1;0;4;2
SETD1B;NM_015048;471;693;268;190;540;343
OPRL1;NM_000913,NM_001200019,NM_182647;44;30;11;7;53;22
SLC7A6OS;NM_032178;175.48;158.14;52.39;146.11;168.89;284.09
FAM179B;NM_015091;1392;1411;655;733;840;876
EI24;NM_001290135,NM_004879,NR_110769,NR_110770;1137;655;376;2737;1051;3714
MTMR11;NM_001145862,NM_181873;190;215;107;96;81;146
FTO-IT1;NR_103838;4;10;1;4;1;10
UBE3A;NM_000462,NM_130838,NM_130839;1980;1985;866;2457;2243;3745
LOC101927780;NR_110416,NR_110417;20;7;22;5;2;9
OR4S2;NM_001004059;0;0;0;0;0;0
LINC00366;NR_046999;0;0;0;0;0;0
ZNF362;NM_152493;260;294;85;105;493;229
TIE1;NM_001253357,NM_005424;0;0;0;0;0;0
FAM13A;NM_001015045,NM_001265578,NM_001265579,NM_001265580,NM_014883;39.67;57.55;26.08;2129.89;1444.14;3363.76
RGS13;NM_002927,NM_144766;0;0;0;0;0;0
APBA2;NM_001130414,NM_005503;54;44;19;0;0;0
HOXA3;NM_030661,NM_153631;1;1;1;27;144;156
ATXN3L;NM_001135995;0;0;0;0;0;0
MIR6791;NR_106849;0;0;0;0;0;0
LINC00353;NR_046991;0;0;0;0;0;0
PTPN13;NM_006264,NM_080683,NM_080684,NM_080685;988;891;467;2007;3748;2907
MARK1;NM_001286124,NM_001286126,NM_001286128,NM_001286129,NM_018650;12;24;3;2;4;2
C7orf62;NM_152706;3;3;0;0;0;0
LOC100506688;NR_104614,NR_104615;0;0;0;0;0;0
LANCL3;NM_001170331,NM_198511;5;1;2;18;4;32.01
CLSTN2-AS1;NR_108084;6;6;1;0;0;0
ZNF493;NM_001076678,NM_145326,NM_175910;129.65;165.13;90.15;53.16;52.36;73.36
ROR1-AS1;NR_110665,NR_110666;1;2;0;7;1;3.01
CT47B1;NM_001145718;0;0;0;0;0;0
LCMT1;NM_001032391,NM_016309;483;378;172;393;620;875
PAMR1;NM_001001991,NM_001282675,NM_001282676,NM_015430;0;0;2;0;5;0
MIR548W;NR_036146;0;0;0;0;0;0
ZNF829;NM_001037232,NM_001171979;51.96;50;26;48;93.63;146.64
ARHGAP5;NM_001030055,NM_001173;3941;5754;1920;4622;3736;4346
MIR4715;NR_039865;0;0;0;0;0;0
LOC541473;NR_003602;8.71;0;8;6.89;26.02;11.87
RAB32;NM_006834;414;399;97;531;207;1289
LINC00595;NR_073447;0;0;0;0;0;0
ZPBP;NM_001159878,NM_007009;1;0;0;0;0;0
GREB1;NM_014668,NM_033090,NM_148903;16489.48;22456.75;10047.53;25.17;22.51;34.3
LINC01060;NR_033869;0;0;0;0;0;0
PTPN11;NM_002834,NM_080601;4538;3803;2060;6008;3178;10333.03
MIR509-3;NR_030629;0;0;0;0;0;0
LINC00475;NR_027341;2;3;1;2;2;0
DDX43;NM_018665;104;169;57;2;0;0
MIR10A;NR_029608;0;0;0;0;0;0
ZNF423;NM_001271620,NM_015069;9;5;7;0;2;0
C3AR1;NM_004054;2;0;0;0;0;1
LOC101928491;NR_110855;22;28;9;4;2;0
RCAN1;NM_001285389,NM_001285391,NM_001285392,NM_001285393,NM_004414,NM_203417,NM_203418;141;68;56;197;401;334
CLHC1;NM_001135598,NM_152385;27;41;21;133;115;179
DTNA;NM_001128175,NM_001198938,NM_001198939,NM_001198940,NM_001198941,NM_001198942,NM_001198943,NM_001198944,NM_001198945,NM_001390,NM_001391,NM_001392,NM_032975,NM_032978,NM_032979,NM_032980,NM_032981;1164;1574;632;0;2;0
CSMD1;NM_033225;0;0;0;0;0;0
PRMT2;NM_001242864,NM_001242865,NM_001242866,NM_001286676,NM_001286677,NM_001286678,NM_001535,NM_206962;1594;1568;609;1203;1254;2097
SLFNL1-AS1;NR_037868;29.02;41.76;16.5;22.55;26.62;41.17
FLJ37505;NR_033987;0;0;0;0;0;0
NDST3;NM_004784;0;0;0;6;4;7
ZNF780A;NM_001010880,NM_001142577,NM_001142578,NM_001142579;722.25;644.96;396.94;853.55;607.52;721.54
ITPA;NM_001267623,NM_033453,NM_181493,NR_052000,NR_052001,NR_052002;425;326;123;357;331;838
TRIM55;NM_033058,NM_184085,NM_184086,NM_184087;8;5;6;1;0;1
C16orf46;NM_001100873,NM_152337;30;34;21;46;90;87
RBM7;NM_001286045,NM_001286046,NM_001286047,NM_001286048,NM_016090;214;196;105;811;530.16;1054.32
YARS;NM_003680;2052.5;1046.77;979.86;2734;1456;3585.83
FRG2DP;NR_026980;0;0;0;0;0;1
VTI1B;NM_006370;1630.07;1159.31;550.45;496.23;656.04;1259.75
LOC100507530;NR_125386;1.02;6.09;2;4.03;9.13;4.03
LOC101929653;NR_110140;0;0;0;0;0;0
CKMT1B;NM_020990;241.9;100.93;99.93;1608.72;250.68;2203.56
XRCC6;NM_001288976,NM_001288977,NM_001288978,NM_001469;5334;3507;1701;8010;5016;12544
ZNF530;NM_020880;103;111;41;51;58;127.04
KIRREL3-AS3;NR_040078;0;0;0;0;0;0
CD74;NM_001025158,NM_001025159,NM_004355;6;5;2;1;31;1
DIRC3;NR_026597;32;32;11;2;2;3
SLC9A3R1;NM_004252;3829;2589;1292;701;1703;1648
ALG8;NM_001007027,NM_024079;1048;480;410;1219;386;1369
LOC101929646;NR_120669;0;0;0;0;0;0
HIST1H2BH;NM_003524;1729;1016;408;767.09;337.67;3512.85
MIR1289-1;NR_031620;0;0;0;0;0;0
MIR378G;NR_039620;0;0;0;0;0;0
TOMM40L;NM_001286373,NM_001286374,NM_032174;147;97.49;53;301.7;167.96;635
C18orf65;NM_001272093;4;7;4;1;3;5
LINC00469;NR_027146;0;1;0;0;0;0
MUC5B;NM_002458;1967;2432;1327;13;904;71
CKAP2L;NM_152515;241;223;99;318;2;665
RGAG4;NM_001024455;104;104;32;0;1;0
SYNE1-AS1;NR_120501;0;0;0;0;1;0
LIN54;NM_001115007,NM_001115008,NM_001288996,NM_001288997,NM_194282,NR_110253,NR_110254;666.01;600.65;246.02;656.01;315.15;1061.11
OGDH;NM_001003941,NM_001165036,NM_002541;1586;1364;661;3268.55;2695.43;7602.07
MIR6773;NR_106831;0;0;0;0;0;0
PIGL;NM_004278;96;112;46;82;54;217
ANGPTL3;NM_014495;7;15;12;7;1;2
AMDHD2;NM_001145815,NM_015944;238;313.78;88.54;46;92;266.43
GCHFR;NM_005258;84;44;17;99;600;197
LAMP1;NM_005561;2840;1908;1330;7026;4405;8744
RPL13A;NM_001270491,NM_012423,NR_073024;29548.73;20511.41;9672.83;31831.55;35731.92;82314.78
FAM166A;NM_001001710;12.22;11.03;1.11;12.39;2.24;16.88
IL24;NM_001185156,NM_001185157,NM_001185158,NM_006850;9.32;0;4.21;0;0;0
MAMDC2;NM_153267,NR_125850;6;12;5;14;24;7
ATXN1;NM_000332,NM_001128164;1533;1641;904;599;879;1001
C20orf202;NM_001009612;0;1;0;9;54;10
RAB39A;NM_017516;2;2;0;0;0;0
SDHAP1;NR_003264;333.37;496.36;211.03;102.49;103.8;200.46
TMEM248;NM_017994;2072;1322;936;3460.01;3632;4679
EGF;NM_001178130,NM_001178131,NM_001963;42;18;26;5;25;15
MIR4694;NR_039843;0;0;0;0;0;0
CPEB4;NM_030627;572;645;359;1971;1522;2341
BAZ2A;NM_001300905,NM_013449;1360.39;1786.17;718.71;883.85;1676.36;1308.48
VAMP3;NM_004781;1014;1046;372;1441;1793;3249
FOCAD;NM_017794;1130;1131.1;471;752;707.82;1228
MFSD5;NM_001170790,NM_032889;694;365;255;434;452;533
CDC123;NM_006023;1323.86;893.48;466.94;1343.25;870.55;2735.36
KCNH6;NM_001278919,NM_001278920,NM_030779,NM_173092;3;2;0;1;0;0
LINC01128;NR_047519,NR_047521,NR_047523,NR_047524,NR_047525,NR_047526;142.46;121.73;72;138;225.31;269
DCUN1D1;NM_020640;1146;1135;512;1336;686;2095
GUCY2D;NM_000180;0;0;1;2;3;1
GTF2H2;NM_001515;268.49;175.06;126.5;65.92;42.04;172.02
ZFR;NM_016107;2271;1812;969;2982;1712;3562
GIMD1;NM_001195138;0;0;0;0;0;0
MIR1301;NR_031570;0;0;0;0;0;0
GABARAP;NM_007278;990;869;299;1063;1858;1799
PDE1B;NM_000924,NM_001165975,NM_001288768,NM_001288769;2;2;0;0;3;3
HNRNPKP3;NR_033868;0;0;0;0;0;0
TTC21A;NM_001105513,NM_145755;18;37;8;11.02;35.06;25.05
SESN3;NM_001271594,NM_144665;626;707;354;254;674;311
FABP9;NM_001080526;0;0;0;0;0;0
ABCC6P2;NR_023387;1;0;2;0;0;1.94
ELP2;NM_001242875,NM_001242876,NM_001242877,NM_001242878,NM_001242879,NM_018255,NR_040110;7622;5212;2714;971;1085;1840
MAB21L1;NM_005584;9;40;9;0;2;1
MYO16;NM_001198950,NM_015011;71;92;35;11;11;10
TAS2R19;NM_176888;22;67;20;5;8;1
IL27RA;NM_004843;309;130;128;46;41;135
BOLA3;NM_001035505,NM_212552;305;171;92;231;68;955
CSDC2;NM_014460;2;3;0;0;2;0
CYLC1;NM_001271680,NM_021118;0;0;0;0;0;0
OR51M1;NM_001004756;0;0;0;0;1;0
SLC16A12;NM_213606;1;1;1;20;0;24.1
LINC00853;NR_047498;4;3;1;1;5;5
INHBA-AS1;NR_027118,NR_027119;3;7;2;0;0;3.02
TRPV2;NM_016113;2;5;1;0;1;0
SNAR-C3;NR_024221;0;0;0;0;0;0
KLHDC9;NM_001007255,NM_152366,NR_033385,NR_033386;26;19;13;18;68;28
NMS;NM_001011717;0;0;0;0;0;0
CORO7-PAM16;NM_001201479;0;92.83;0;0;0;107.94
ABCC2;NM_000392;39;60;33;2711;613;3435
TTC21B;NM_024753;320;356;122;313.02;376;642.01
FITM1;NM_203402;3;4;1;0;2;0
LOC101928314;NR_125894,NR_125895;1;4;2;0;0;0
HMGN3-AS1;NR_040671;37.02;36.03;17;51.02;46.08;91.14
FAM69B;NM_152421;103.56;151.83;49.53;20.17;22.11;99.36
PLEKHM3;NM_001080475;263;286;70;155.09;463.15;294.05
LOC151484;NR_038238;0;1;0;0;0;0
MTDH;NM_178812;7958;4696;3956;9259.1;5599.54;11107.14
RBM47;NM_001098634,NM_019027;983;741;438;941;1652;1361
CSPG4P1Y;NR_001554,NR_001554_chrY:27629054_27632852;0;0;0;0;0;0
STX17-AS1;NR_038853;6;3;3;0;3;3
IL6;NM_000600;2;0;0;0;1;4
BAI3;NM_001704;1;1;0;0;0;0
NSUN7;NM_024677;123;123;52;18;4;15
CCBL2;NM_001008661,NM_001008662;249.3;219;122.82;533.79;585.72;1000.64
PDGFD;NM_025208,NM_033135;0;0;0;0;3;0
OTULIN;NM_138348;1145;1001;546;902.78;552.04;1335
ADAMTS20;NM_025003;14;26;13;0;0;0
SERPINA11;NM_001080451;6;11;8;0;0;0
ASCC3;NM_001284271,NM_006828,NM_022091;4152;3448;2228;6312;3807;7953
PLS3;NM_001136025,NM_001172335,NM_001282337,NM_001282338,NM_005032;85;50;7;9646.16;4744;10249.13
OR1F2P;NR_002169;0;0;1;1;3;1
DIRC1;NM_052952;1;3;1;0;0;0
HSPA14;NM_001278205,NM_016299,NR_103464;1306.52;1105;553;878;658.11;1580.19
LINC01539;NR_040025,NR_040026;0;0;0;0;0;0
GOLGA8EP;NR_033350;0;0;0;0;0;0
SCNN1D;NM_001130413,NR_037668;17;17;5;3;20;27
SUSD5;NM_015551;1;9;2;4.07;10;6
CNTNAP5;NM_130773;8;14;0;0;0;0
LOC101928100;NR_120430;32;26;16;17;21.01;21.58
LOC101928280;NR_125854;0;0;0;0;0;0
LYRM2;NM_020466,NR_028493,NR_028494,NR_028495;997.78;875.4;421.45;740.01;812.77;1178.28
ALOX15P1;NR_045985;0;2.09;0;0.09;1;0
SRP14;NM_003134,NR_104021;1533;1285;566;2112;1413;3645
MIER1;NM_001077700,NM_001077701,NM_001077702,NM_001077703,NM_001077704,NM_001146110,NM_001146111,NM_001146112,NM_001146113,NM_001278215,NM_020948;530;661;307;1623;1042;1809
NAIP;NM_004536,NM_022892;429;701;246;161;280.01;289.11
SURF1;NM_001280787,NM_003172;666;480;212;243;324;347
PINK1;NM_032409;630.83;524.73;163.78;6254.89;2959.4;11848.82
EPS8L3;NM_024526,NM_133181,NM_139053;0;7;1;0;0;0
SLC10A4;NM_152679;3;1;1;0;1;0
LCMT1-AS2;NR_039998;19;45;14;10;16;8
POC1B-GALNT4;NM_001199781,NM_001199782;168.74;113.76;50.67;12.52;0;9.82
VDAC1;NM_003374,NR_036624,NR_036625;5019;3275;1813;10838;5007;27441
KRT77;NM_175078;0;0;0;0;0;0
MRPL45P2;NR_033934;28.48;47.57;26.7;25.32;25.72;37.53
SNORD93;NR_003075;0;0;0;0;0;0
ATMIN;NM_001300728,NM_015251;2817;2300;1028;3168;3771;4602
GRID2IP;NM_001145118;32;37;10;1;25;6
GPR75-ASB3;NM_001164165;38.29;84.44;20.25;99.06;187.27;0
GRIN2C;NM_000835,NM_001278553,NR_103735;19;32;15;2;5;5
LOC440311;NR_077061;0;0;0;0;1;1.42
ABCA9-AS1;NR_126414;0;0;0;0;0;0
IQCJ;NM_001042705,NM_001042706,NM_001197100;0;0;0;0;0;0
LOC152578;NR_040106;0;0;0;0;0;0
C14orf169;NM_024644;575;426;188;169;183;417
MIR548AZ;NR_106755;0;0;0;0;0;0
ZC3H6;NM_198581;252;223;127;473.02;1058.47;690.01
RAB17;NM_022449,NR_033308;469;382;212;207;290;403
RADIL;NM_018059;19;17;8;0;0;0
DNAJC30;NM_032317;228;222;86;81.09;151;362
C2orf88;NM_001042519,NM_001042520,NM_001042521,NM_032321;45;101;40;21;24;8
CUL7;NM_001168370,NM_014780;1132;929.01;376;222;501;758
HK3;NM_002115;1;1;0;0;0;1
WDR37;NM_014023;706;784;342;309;433;569.02
LOC100506497;NR_038965;4;1;3;0;0;0
NGB;NM_021257;0;0;0;0;1;1
SMIM6;NM_001162997;9;29;5;1;2;10
MIR630;NR_030359;0;0;0;0;0;0
AHR;NM_001621;1688;1333;875;9208.94;4503;10021.35
GBF1;NM_001199378,NM_001199379,NM_004193;1802;1519;809;1591;2558;2296
FAF1;NM_007051;950;767;336;926;1145;1865
PHLDA3;NM_012396,NR_073080;995;742;378;503;760;1133
TTC24;NM_001105669;1;1;1;0;2;0
FAM213A;NM_001243778,NM_001243779,NM_001243780,NM_001243781,NM_001243782,NM_032333;1710;1042;730;1429.08;1348;2999.75
BAP1;NM_004656;548;360;181;871;1056;1748
SAMSN1-AS1;NR_046512;0;0;0;0;0;0
FAM72C;NM_001287385_chr1:206138439_206155074;234.86;154.43;106.91;167.53;8.89;337.86
LOC102724034;NR_120378;1.43;0;1.84;0.44;0;1.61
CIDEA;NM_001279,NR_036468;0;0;0;1;0;0
PGF;NM_001207012,NM_001293643,NM_002632;15;6;4;4;12;7
NDUFB8;NM_001284367,NM_001284368,NM_005004;924;556;309;1143;634;3053
MIR4695;NR_039844;0;0;0;0;0;0
MDH1B;NM_001039845,NM_001282940,NR_104261;14;15;1;9;19.1;17
PARD3B;NM_001302769,NM_057177,NM_152526,NM_205863;135;271;80;82;190;57
RUNDC1;NM_173079;432.08;448.51;207.15;377.31;523.71;644.41
NTSR1;NM_002531;33;36;14;0;0;0
LINC01518;NR_120656,NR_120657,NR_120658,NR_120659;0;0;0;0;1;0
FSTL5;NM_001128427,NM_001128428,NM_020116;0;2;0;2;0;0
MAPKAPK2;NM_004759,NM_032960;2457;1556;917;1364;1884;2699
KDM4C;NM_001146694,NM_001146695,NM_001146696,NM_015061;646;681;356;608;691;1005
LOC100128288;NR_024447;27.9;28;17;17.95;13.81;15.79
PCDHGA12;NM_003735,NM_032094;28;51.38;26.01;13;106.05;11
HES6;NM_001142853,NM_001282434,NM_018645;291;209;75;17;14;66
PCGEM1;NR_002769;6;10;9;0;0;0
IMPACT;NM_018439;645;458;282;749;814;1533
CCDC148-AS1;NR_038850;0;0;0;0;0;0
LOC101928012;NR_110158;0;0;0;0;0;0
USP46;NM_001134223,NM_001286767,NM_001286768,NM_022832;727;602;308;809;687.16;1002
MIR1468;NR_031567;0;0;0;0;0;0
LYPLA2;NM_007260;680.92;443.87;225.89;440;618;1230.9
OR52B6;NM_001005162;2;0;0;0;1;0
SNORD11B;NR_003694;0;0;0;1;0;0
CBLL1;NM_001284291,NM_024814,NR_024199;670;660;310;588;474;804
C11orf88;NM_001100388,NM_207430;0;0;0;0;0;0
ZNF582-AS1;NR_037159,NR_037160,NR_037161;0;3;0;3;0;1
KCNG1;NM_002237;59;25;22;3;28;9
SLC25A26;NM_001164796,NM_173471,NR_028475;194.38;163.11;103.87;259.5;325.93;455.87
SUSD4;NM_001037175,NM_017982;766;476;406;5;35;11
ADIPOR2;NM_024551;3845;3612;1564;2006;1197;2853
POLM;NM_001284330,NM_001284331,NM_013284,NR_104299;182;186;81;201;308;437
RAPGEF3;NM_001098531,NM_001098532,NM_006105;28;13;7;157;508;1268
ITCH;NM_001257137,NM_001257138,NM_031483;1826;1523;871;2475;1960;4423
LOC100507201;NR_110161;0;0;0;0;0;0
MIR653;NR_030388;0;0;0;0;0;0
NCR1;NM_001145457,NM_001145458,NM_001242356,NM_001242357,NM_004829;0;0;0;0;0;0
HERC1;NM_003922;3907;3931;1884;2014;3201;2376
C4orf48;NM_001141936,NM_001168243;167;83;27;36;87;249
GSPT1;NM_001130006,NM_001130007,NM_002094;3998;3303;1662;4446.02;3954.01;8865.17
CAPN5;NM_004055;110;90;54;27;281;69
ACBD6;NM_032360;746;632;328;572;439;1046
FOLR2;NM_000803,NM_001113534,NM_001113535,NM_001113536;1;1;0;0;1;0
SESTD1;NM_178123;474;684;265;1923;1234;3608
ZFP14;NM_001297619,NM_020917;218;204;107;167.33;214.27;146.64
MUC12;NM_001164462;0;4;1;0;0;0
RABIF;NM_002871;696;725;275;195;198;409
CDCA2;NM_152562;532;441;163;1059;40;2301
ITLN1;NM_017625;0;0;0;0;0;0
SSFA2;NM_001130445,NM_001287503,NM_001287504,NM_001287505,NM_006751,NR_109843;2889;4896;1880;3493;1763;4345
URM1;NM_001135947,NM_001265582,NM_030914,NR_049743;621;419;202;387;474;1026
LOC100505515;NR_109870;0;0;0;0;0;0
ZNF705B;NM_001193630;0;0;0;0;0;0
SLC22A1;NM_003057,NM_153187;0;4;1;0;0;3
PLD3;NM_001031696,NM_001291311,NM_012268;1425;735;700;1468;3666;2064
TTC37;NM_014639;1569;1526;708;3457;3281;5670
ARHGDIG;NM_001176;71;81;30;0;1;1
SNORD115-28;NR_003497;0;0;0;0;0;0
TRAPPC3L;NM_001139444;1;0;0;0;0;0
FSTL4;NM_015082;119;75;42;0;0;0
MIR3665;NR_037438;0;0;0;0;0;0
STK4-AS1;NR_038341;10;3;1;2;2;11
MIR30A;NR_029504;0;0;0;0;0;0
ZNF890P;NR_034163;1.69;1.89;1.35;0;1.35;0
PDE9A;NM_001001567,NM_001001568,NM_001001569,NM_001001570,NM_001001571,NM_001001572,NM_001001573,NM_001001574,NM_001001575,NM_001001576,NM_001001577,NM_001001578,NM_001001579,NM_001001580,NM_001001581,NM_001001582,NM_001001583,NM_001001584,NM_001001585,NM_002606;123;100;64;1;9;44
MIR4655;NR_039799;0;0;0;0;0;0
CRCP;NM_001040647,NM_001040648,NM_001142414,NM_014478,NR_024548;1128;1047;426;912.91;1022.99;1943.49
DOCK5;NM_024940;869;1157;434;2089;2923;6073
EFTUD1P1;NR_036652;0;0;3.18;0;0;0
TRAPPC8;NM_014939;1101;1094;451;2652;2023;3994
CASD1;NM_022900;539;537;283;962;531;962
LINC00968;NR_038236;0;0;0;2;0;5
LOC101927139;NR_123718;0;1;0;0;0;0
OBSCN;NM_001098623,NM_001271223,NM_052843;435.19;592.87;224.95;23.31;288.66;158
RHOQ;NM_012249;1138.54;1164.5;618.21;662.04;594.25;1145.64
C15orf26;NM_173528;9;3;2;1;2;0
ZFAND1;NM_001170796,NM_001170797,NM_024699,NR_033193,NR_033194,NR_033195,NR_033196;1033;779;440;1141;820;2245
GPR153;NM_207370;210;192;85;76;269;461
PCDHGB3;NM_018924,NM_032097;78;116;43;31;129.96;22
LRP1;NM_002332;662;528;365;216;3593;569
CHCHD7;NM_001011667,NM_001011668,NM_001011669,NM_001011670,NM_001011671,NM_024300;321;239;103;409;712;996
GPR115;NM_153838;441;241;310;209;81;626
SREK1IP1;NM_173829;348;305;168;894.57;561.12;1336.15
STARD3NL;NM_032016;336;183;145;992;706;1676
CXCR4;NM_001008540,NM_003467;330;153;154;67;2;2
SMIM18;NM_001206847;3;4;8;4;1;2
CAST;NM_001042440,NM_001190442,NM_001284212,NM_001284213,NM_173060,NR_104285;1953.4;1590.29;1135.79;7203.56;5722.57;11207.87
ELK2AP;NR_046211;0;0;0;0;0;0
MDGA2;NM_001113498,NM_182830,NR_103766;90;69;66;0;0;1
ARID3C;NM_001017363;1;2;0;0;9;1
IER5;NM_016545;1260;595;585;329;1430;2196
IL12A;NM_000882;2;0;0;4;5;18
ECI1;NM_001178029,NM_001919;745;530;234;759;842;1902
PTCHD2;NM_020780;27;32;7;0;0;1
LOC100133286;NR_040084;3.71;0;1.18;1.15;0;0
OR5D16;NM_001005496;0;0;0;0;0;0
